Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Planet_Radius,Planet_Mass,Tday,Temp_equilibrium,log10g_p,Period,Transit_Duration,K_mag,Distance,Temp_stellar_eff,log10g_s,Transit_Flag,Catalog_Name
KOI 6631.01,0.0,0.0,0.01,0.04,0.000243,1521.0,1279.0,2.516,2.5627,2.163,11.5,,5190.0,4.446,True,exoplanets.org
KOI 6635.01,0.007,0.012,0.045,0.13,0.012363,1335.0,1123.0,3.239,0.5274,4.807,11.0,,3582.0,4.847,True,exoplanets.org
KOI 6641.01,0.0,0.0,0.002,0.1,0.005311,2292.0,1927.0,3.09,1.4009,0.883,14.1,,6375.0,4.474,True,exoplanets.org
KOI 6646.01,0.0,0.0,0.002,0.12,0.009594,977.0,822.0,3.196,7.1357,1.789,13.0,,4926.0,4.522,True,exoplanets.org
KOI 6653.01,0.0,0.0,0.001,0.11,0.006321,684.0,575.0,3.121,28.2682,1.355,13.1,,5496.0,4.564,True,exoplanets.org
KOI 6666.01,0.0,0.0,0.004,0.07,0.001134,2188.0,1840.0,2.798,1.1185,1.111,13.3,,5918.0,4.544,True,exoplanets.org
KOI 6672.01,0.0,0.0,0.003,0.09,0.003147,1534.0,1290.0,2.991,2.2849,1.01,13.3,,5396.0,4.571,True,exoplanets.org
KOI 6676.01,0.0,0.0,0.002,0.16,0.013613,346.0,291.0,3.112,439.2198,9.392,12.8,,6553.0,4.479,True,exoplanets.org
KOI 6680.01,0.0,0.0,0.004,0.07,0.001423,1336.0,1124.0,2.84,5.5251,2.565,12.1,,5600.0,4.378,True,exoplanets.org
KOI 6687.01,0.0,0.0,0.004,0.08,0.001915,1808.0,1520.0,2.897,1.0026,1.247,13.5,,4893.0,4.574,True,exoplanets.org
KOI 6689.01,0.0,0.0,0.003,0.09,0.002927,1678.0,1411.0,2.977,3.3712,4.708,13.2,,5653.0,4.288,True,exoplanets.org
KOI 6705.01,0.0,0.0,0.638,0.02,1.8e-05,660.0,555.0,2.071,0.9951,5.588,11.4,,3325.0,5.364,True,exoplanets.org
KOI 6707.01,0.0,0.0,0.002,0.17,0.013992,577.0,485.0,3.1,43.5359,4.712,14.1,,5481.0,4.592,True,exoplanets.org
KOI 6731.01,0.0,0.0,0.002,0.1,0.004999,1558.0,1310.0,3.078,3.8462,2.24,13.7,,6106.0,4.487,True,exoplanets.org
KOI 6733.01,0.004,0.001,0.002,0.22,0.020063,4043.0,3400.0,3.007,1.2894,3.652,12.6,,5826.0,3.465,True,exoplanets.org
KOI 6734.01,0.0,0.0,0.002,0.19,0.016192,279.0,234.0,3.05,498.2727,8.92,13.6,,5618.0,4.514,True,exoplanets.org
KOI 6739.01,0.0,0.0,0.002,0.1,0.004554,674.0,567.0,3.061,19.1641,2.773,13.5,,5103.0,4.65,True,exoplanets.org
KOI 6745.01,0.0,0.0,0.002,0.25,0.02425,408.0,343.0,2.99,383.8536,9.76,14.0,,6675.0,4.341,True,exoplanets.org
KOI 6746.01,0.015,0.007,0.008,0.65,0.248627,2235.0,1879.0,3.166,2.564,0.9433,12.6,,6274.0,4.139,True,exoplanets.org
KOI 6750.01,0.0,0.0,0.002,0.11,0.006683,1562.0,1313.0,3.131,5.214,3.188,12.9,,5529.0,4.123,True,exoplanets.org
KOI 6752.01,0.0,0.0,0.004,0.08,0.002076,697.0,586.0,2.912,8.943,1.803,12.8,,4183.0,4.655,True,exoplanets.org
KOI 6753.01,0.002,0.009,0.01,1.17,1.0,1279.0,1075.0,3.258,72.282,2.478,8.6,,7694.0,3.631,True,exoplanets.org
KOI 6762.01,0.0,0.0,0.003,0.09,0.002927,986.0,829.0,2.977,15.0819,4.004,12.8,,5794.0,4.377,True,exoplanets.org
KOI 6763.01,0.0,0.0,0.008,0.05,0.000411,1793.0,1508.0,2.611,2.4469,0.954,10.7,,5821.0,4.419,True,exoplanets.org
KOI 6765.01,0.0,0.0,0.002,0.12,0.007849,1058.0,890.0,3.16,13.0561,3.498,13.5,,6078.0,4.434,True,exoplanets.org
KOI 6774.01,0.002,0.026,0.075,2.37,1.0,982.0,826.0,2.645,17.3816,2.7346,14.0,,6116.0,4.407,True,exoplanets.org
KOI 6776.01,0.0,0.0,0.001,0.13,0.011306,856.0,720.0,3.224,28.6555,8.58,14.0,,6268.0,4.429,True,exoplanets.org
KOI 6777.01,0.0,0.0,0.002,0.1,0.004136,788.0,663.0,3.043,13.445,2.118,13.1,,5003.0,4.553,True,exoplanets.org
KOI 6781.01,0.0,0.0,0.002,0.08,0.002428,808.0,680.0,2.942,14.5909,1.591,12.9,,5214.0,4.527,True,exoplanets.org
KOI 6783.01,0.0,0.0,0.002,0.12,0.008055,1042.0,877.0,3.165,11.8496,3.319,13.9,,6032.0,4.508,True,exoplanets.org
KOI 6786.01,0.0,0.0,0.003,0.27,0.028004,297.0,250.0,2.986,455.6239,13.07,14.1,,5883.0,4.53,True,exoplanets.org
KOI 6793.01,0.0,0.0,0.004,0.07,0.001362,1318.0,1109.0,2.832,3.6266,1.791,12.9,,5416.0,4.579,True,exoplanets.org
KOI 6798.01,0.007,0.002,0.004,0.32,0.040768,2736.0,2301.0,3.001,2.6419,1.76,11.4,,5195.0,3.409,True,exoplanets.org
KOI 6819.01,0.0,0.0,0.003,0.09,0.003261,2106.0,1771.0,2.998,3.2262,0.4022,10.2,,6534.0,4.203,True,exoplanets.org
KOI 682.01,0.0,0.0,0.005,0.97,0.828545,314.0,264.0,3.337,562.1726,9.8841,12.3,,5589.0,4.229,True,exoplanets.org
KOI 683.01,0.0,0.0,0.006,0.52,0.120148,371.0,312.0,3.037,278.1244,3.978,12.2,,5799.0,4.408,True,exoplanets.org
KOI 684.01,0.009,0.006,0.008,0.62,0.214709,1888.0,1588.0,3.141,4.0349,1.7874,12.0,,5548.0,3.964,True,exoplanets.org
KOI 6849.01,0.0,0.0,0.001,0.17,0.014147,1093.0,919.0,3.096,12.5447,1.24,13.3,,5767.0,4.316,True,exoplanets.org
KOI 686.01,0.0,0.003,0.015,1.11,1.0,614.0,516.0,3.304,52.5135,3.2743,11.8,,5589.0,4.421,True,exoplanets.org
KOI 6860.01,0.001,0.0,0.029,0.04,0.000167,1997.0,1679.0,2.449,0.5767,1.856,10.7,,4524.0,4.576,True,exoplanets.org
KOI 6862.01,0.0,0.0,0.003,0.07,0.001621,960.0,807.0,2.865,11.0496,2.13,13.1,,5533.0,4.505,True,exoplanets.org
KOI 687.01,0.002,0.001,0.006,0.28,0.030532,1859.0,1563.0,2.987,4.1784,2.123,12.1,,5746.0,4.039,True,exoplanets.org
KOI 6872.01,0.0,0.0,0.003,0.08,0.001994,838.0,705.0,2.904,13.5165,2.628,13.3,,5442.0,4.6,True,exoplanets.org
KOI 6878.01,0.0,0.0,0.002,0.1,0.004554,1535.0,1291.0,3.061,2.4056,0.6283,12.9,,5450.0,4.573,True,exoplanets.org
KOI 6882.01,0.004,0.001,0.003,0.17,0.01407,3217.0,2705.0,3.098,0.7735,1.335,13.2,,6296.0,4.217,True,exoplanets.org
KOI 6889.01,0.0,0.0,0.009,0.06,0.000617,659.0,555.0,2.685,75.9067,11.64,10.3,,6140.0,4.248,True,exoplanets.org
KOI 6890.01,0.0,0.0,0.005,0.06,0.000983,1468.0,1235.0,2.771,2.1589,1.791,13.5,,5269.0,4.627,True,exoplanets.org
KOI 6892.01,0.0,0.0,0.002,0.17,0.01407,1061.0,892.0,3.098,17.5806,4.17,13.5,,5839.0,4.199,True,exoplanets.org
KOI 6904.01,0.0,0.0,0.001,0.11,0.007447,652.0,548.0,3.151,26.1557,1.542,13.3,,5204.0,4.573,True,exoplanets.org
KOI 6907.01,0.0,0.0,0.003,0.1,0.004999,1125.0,946.0,3.078,4.6069,2.295,13.8,,5110.0,4.582,True,exoplanets.org
KOI 691.01,0.0,0.0,0.009,0.25,0.025049,837.0,704.0,2.989,29.6663,8.412,12.6,,5956.0,4.322,True,exoplanets.org
KOI 6913.02,0.004,0.0,0.002,0.34,0.049856,6371.0,5357.0,3.018,1.7517,5.122,14.5,,10894.0,3.667,True,exoplanets.org
KOI 6918.01,0.048,0.022,0.032,0.55,0.147648,2194.0,1845.0,3.082,0.9024,1.7129,13.0,,5776.0,4.599,True,exoplanets.org
KOI 6921.01,0.0,0.0,0.002,0.11,0.005802,1368.0,1150.0,3.106,6.8778,3.199,13.6,,6274.0,4.434,True,exoplanets.org
KOI 6925.01,0.0,0.0,0.004,0.08,0.002522,541.0,455.0,2.949,12.9489,2.162,12.7,,3867.0,4.734,True,exoplanets.org
KOI 6931.01,0.0,0.0,0.002,0.11,0.005971,1649.0,1386.0,3.111,2.5403,1.83,14.1,,5778.0,4.531,True,exoplanets.org
KOI 6934.01,0.0,0.0,0.003,0.19,0.01657,1169.0,983.0,3.044,22.2549,13.454,12.1,,5349.0,3.76,True,exoplanets.org
KOI 6954.01,0.0,0.0,0.003,0.08,0.002247,1646.0,1384.0,2.927,6.6137,4.211,11.7,,6056.0,4.071,True,exoplanets.org
KOI 6957.01,0.0,0.0,0.004,0.07,0.001188,2151.0,1808.0,2.807,1.4806,2.898,13.7,,6187.0,4.499,True,exoplanets.org
KOI 6960.01,0.0,0.0,0.002,0.11,0.005971,1473.0,1238.0,3.111,4.887,1.127,12.5,,6152.0,4.464,True,exoplanets.org
KOI 6966.01,0.0,0.0,0.002,0.12,0.008914,1014.0,853.0,3.183,8.4748,2.067,13.7,,5564.0,4.587,True,exoplanets.org
KOI 6970.01,0.0,0.0,0.001,0.17,0.01407,761.0,640.0,3.098,40.7699,2.997,13.3,,5884.0,4.306,True,exoplanets.org
KOI 6971.01,0.0,0.0,0.004,0.18,0.01521,375.0,315.0,3.069,129.2228,7.272,12.6,,4934.0,4.515,True,exoplanets.org
KOI 6978.01,0.0,0.0,0.004,0.07,0.001691,1806.0,1518.0,2.873,3.0755,1.683,11.9,,5763.0,4.256,True,exoplanets.org
KOI 6980.01,0.0,0.0,0.002,0.1,0.004136,1394.0,1172.0,3.043,6.2934,3.024,13.7,,6214.0,4.442,True,exoplanets.org
KOI 6983.01,0.0,0.0,0.004,0.08,0.001764,1155.0,971.0,2.881,7.7022,3.987,12.8,,5618.0,4.449,True,exoplanets.org
KOI 6985.01,0.0,0.0,0.003,0.07,0.001487,1084.0,912.0,2.849,10.928,2.486,12.9,,6045.0,4.494,True,exoplanets.org
KOI 6993.01,0.0,0.0,0.002,0.1,0.004273,856.0,720.0,3.049,13.8086,3.613,13.8,,5515.0,4.568,True,exoplanets.org
KOI 6994.01,0.0,0.0,0.007,0.06,0.000891,1629.0,1370.0,2.753,4.2591,4.513,11.3,,5560.0,4.173,True,exoplanets.org
KOI 7002.01,0.0,0.0,0.001,0.12,0.007849,1350.0,1135.0,3.16,4.8301,0.957,13.3,,5693.0,4.467,True,exoplanets.org
KOI 7003.01,0.001,0.0,0.002,0.12,0.008914,2151.0,1809.0,3.183,2.4119,1.787,12.4,,5598.0,4.045,True,exoplanets.org
KOI 7007.01,0.0,0.0,0.006,0.07,0.001244,1614.0,1357.0,2.815,0.8003,0.729,13.1,,4336.0,4.656,True,exoplanets.org
KOI 7016.01,0.0,0.0,0.003,0.1,0.004273,287.0,241.0,3.049,384.8476,9.969,11.9,,5579.0,4.58,True,exoplanets.org
KOI 7023.01,0.0,0.0,0.006,0.06,0.000983,1459.0,1227.0,2.771,2.7177,3.22,12.6,,5135.0,4.464,True,exoplanets.org
KOI 7032.01,0.0,0.0,0.007,0.05,0.000552,1476.0,1242.0,2.665,3.6405,1.194,11.2,,5745.0,4.503,True,exoplanets.org
KOI 704.01,0.0,0.0,0.009,0.22,0.01994,756.0,636.0,3.008,18.3963,2.7838,12.0,,5316.0,4.57,True,exoplanets.org
KOI 7040.01,0.0,0.0,0.003,0.19,0.016764,275.0,231.0,3.041,502.2064,9.39,13.4,,6018.0,4.615,True,exoplanets.org
KOI 7041.01,0.0,0.0,0.004,0.07,0.001362,1030.0,866.0,2.832,8.3614,3.649,13.3,,5470.0,4.509,True,exoplanets.org
KOI 7061.01,0.079,0.019,0.04,0.44,0.083459,3137.0,2638.0,3.033,1.3716,12.901,11.9,,7045.0,4.154,True,exoplanets.org
KOI 7069.01,0.002,0.001,0.003,0.14,0.012207,2508.0,2109.0,3.166,1.0149,1.65,14.0,,6158.0,4.453,True,exoplanets.org
KOI 7072.01,0.001,0.0,0.001,0.39,0.066271,1896.0,1594.0,3.03,15.3903,3.431,12.5,,5649.0,3.282,True,exoplanets.org
KOI 7073.01,0.0,0.004,0.283,2.7,1.0,420.0,353.0,2.532,279.0366,31.92,11.8,,6072.0,4.285,True,exoplanets.org
KOI 7074.01,0.0,0.0,0.001,0.13,0.012363,803.0,676.0,3.239,26.8552,2.185,13.4,,6045.0,4.494,True,exoplanets.org
KOI 7076.01,0.0,0.0,0.002,0.11,0.007447,1107.0,931.0,3.151,16.2348,4.2,13.0,,6478.0,4.371,True,exoplanets.org
KOI 7088.01,0.0,0.0,0.003,0.08,0.002336,1476.0,1241.0,2.934,2.6881,1.12,13.8,,5636.0,4.613,True,exoplanets.org
KOI 7099.01,0.0,0.0,0.004,0.09,0.003744,439.0,369.0,3.024,34.0358,3.849,13.0,,4367.0,4.739,True,exoplanets.org
KOI 7106.01,0.0,0.0,0.002,0.1,0.004136,1532.0,1288.0,3.043,5.0188,1.823,13.1,,6220.0,4.398,True,exoplanets.org
KOI 7116.01,0.0,0.0,0.006,0.06,0.000584,1774.0,1491.0,2.675,2.5256,2.32,12.1,,5821.0,4.421,True,exoplanets.org
KOI 7117.01,0.0,0.0,0.002,0.09,0.003261,1205.0,1013.0,2.998,8.2928,4.784,13.9,,6146.0,4.497,True,exoplanets.org
KOI 7117.02,0.0,0.0,0.001,0.13,0.011306,860.0,723.0,3.224,22.7865,2.197,13.9,,6146.0,4.497,True,exoplanets.org
KOI 7125.01,0.0,0.0,0.003,0.08,0.002428,1240.0,1042.0,2.942,7.9183,3.478,13.2,,5966.0,4.418,True,exoplanets.org
KOI 7129.01,0.0,0.0,0.001,0.16,0.013103,658.0,553.0,3.13,64.1984,0.934,12.3,,6088.0,4.329,True,exoplanets.org
KOI 7133.01,0.0,0.0,0.002,0.19,0.01657,651.0,548.0,3.044,82.7848,7.52,13.2,,5749.0,4.123,True,exoplanets.org
KOI 7136.01,0.0,0.0,0.003,0.2,0.017672,282.0,237.0,3.029,441.1737,14.82,13.9,,5610.0,4.551,True,exoplanets.org
KOI 7144.01,0.001,0.0,0.003,0.08,0.002336,2130.0,1792.0,2.934,0.8399,1.019,13.6,,5120.0,4.478,True,exoplanets.org
KOI 7148.01,0.002,0.001,0.004,0.21,0.018206,2372.0,1995.0,3.023,1.7614,1.355,13.6,,6544.0,4.349,True,exoplanets.org
KOI 7157.01,0.0,0.0,0.003,0.1,0.005471,933.0,785.0,3.095,23.9831,8.77,12.1,,5696.0,4.178,True,exoplanets.org
KOI 716.01,0.0,0.002,0.019,0.6,0.137226,798.0,671.0,2.968,26.8932,2.3266,12.2,,6096.0,4.511,True,exoplanets.org
KOI 7162.01,0.002,0.001,0.003,0.18,0.015296,2135.0,1796.0,3.067,5.1581,7.773,11.0,,5155.0,3.511,True,exoplanets.org
KOI 7169.01,0.0,0.0,0.005,0.06,0.000983,1368.0,1150.0,2.771,10.5114,4.74,11.7,,6575.0,4.278,True,exoplanets.org
KOI 7174.01,0.0,0.0,0.024,0.03,0.000101,1228.0,1032.0,2.361,1.5849,1.791,11.1,,4201.0,4.675,True,exoplanets.org
KOI 7179.01,0.0,0.0,0.003,0.11,0.005635,354.0,297.0,3.1,407.1466,23.26,11.2,,5845.0,4.282,True,exoplanets.org
KOI 7180.01,0.0,0.0,0.005,0.35,0.052581,388.0,326.0,3.023,487.8389,32.77,11.8,,5421.0,3.882,True,exoplanets.org
KOI 7182.01,0.0,0.0,0.003,0.16,0.013103,797.0,670.0,3.13,6.8539,2.561,13.5,,4199.0,4.609,True,exoplanets.org
KOI 7195.01,0.0,0.0,0.002,0.09,0.003147,1496.0,1258.0,2.991,5.8977,2.243,13.4,,6300.0,4.371,True,exoplanets.org
KOI 7197.01,0.0,0.0,0.002,0.13,0.011565,1604.0,1349.0,3.228,1.7415,1.712,14.2,,5238.0,4.598,True,exoplanets.org
KOI 7199.01,0.114,5.496,631.766,69.12,1.0,842.0,708.0,-0.285,20.2944,0.357,14.2,,5865.0,4.518,True,exoplanets.org
KOI 7205.01,0.959,0.545,0.76,3.55,1.0,1996.0,1678.0,2.293,2.3518,5.797,12.5,,5445.0,4.14,True,exoplanets.org
KOI 7208.01,0.0,0.0,0.003,0.08,0.001915,1323.0,1113.0,2.897,3.5794,1.869,13.6,,5341.0,4.546,True,exoplanets.org
KOI 7209.01,0.001,0.0,0.002,0.29,0.03376,1900.0,1598.0,2.99,8.2553,3.959,12.5,,5403.0,3.559,True,exoplanets.org
KOI 7215.01,0.0,0.0,0.004,0.07,0.001621,1309.0,1101.0,2.865,3.9074,2.896,13.5,,5497.0,4.577,True,exoplanets.org
KOI 7220.01,0.001,0.0,0.004,0.09,0.002822,2349.0,1975.0,2.97,1.0571,1.82,13.3,,6000.0,4.487,True,exoplanets.org
KOI 7223.01,0.0,0.0,0.002,0.14,0.012075,284.0,239.0,3.172,317.0624,7.438,12.8,,5366.0,4.625,True,exoplanets.org
KOI 7224.01,0.0,0.0,0.001,0.14,0.012274,1019.0,857.0,3.163,13.4959,2.085,14.0,,5962.0,4.464,True,exoplanets.org
KOI 7231.02,45951.663,24823.855,13797511.648,1189.54,1.0,2132.0,1792.0,-2.757,4.747,2.464,12.0,,6531.0,3.962,True,exoplanets.org
KOI 7232.01,0.0,0.0,0.003,0.11,0.005635,1667.0,1401.0,3.1,1.9668,1.645,13.9,,5595.0,4.581,True,exoplanets.org
KOI 7235.01,0.0,0.0,0.002,0.1,0.005153,309.0,259.0,3.084,299.7069,15.39,13.0,,5606.0,4.597,True,exoplanets.org
KOI 7236.01,0.0,0.0,0.002,0.09,0.003744,1021.0,858.0,3.024,14.4618,7.156,12.9,,5457.0,4.239,True,exoplanets.org
KOI 7252.01,0.0,0.0,0.002,0.1,0.005471,1208.0,1016.0,3.095,10.2171,2.259,12.9,,6211.0,4.384,True,exoplanets.org
KOI 7258.01,0.0,0.0,0.004,0.07,0.001362,2192.0,1843.0,2.832,2.4376,1.587,11.3,,5927.0,4.117,True,exoplanets.org
KOI 7259.01,0.167,0.097,0.034,0.98,1.0,1916.0,1611.0,3.407,0.7215,1.4521,12.8,,4893.0,4.634,True,exoplanets.org
KOI 7270.01,0.0,0.0,0.001,0.13,0.010551,899.0,756.0,3.212,19.2532,1.674,13.8,,6060.0,4.495,True,exoplanets.org
KOI 7272.01,0.0,0.0,0.001,0.11,0.007059,1175.0,988.0,3.141,14.1011,4.513,13.7,,6534.0,4.365,True,exoplanets.org
KOI 7279.01,0.0,0.0,0.004,0.08,0.002428,1024.0,861.0,2.942,11.7728,4.132,12.1,,5410.0,4.333,True,exoplanets.org
KOI 728.01,0.003,0.01,0.008,1.07,1.0,1334.0,1122.0,3.339,7.1894,2.0351,13.8,,6214.0,4.442,True,exoplanets.org
KOI 7281.01,0.002,0.001,0.006,0.1,0.004999,2599.0,2186.0,3.078,2.4651,6.218,11.3,,6881.0,4.101,True,exoplanets.org
KOI 7282.01,0.0,0.0,0.002,0.14,0.012141,1431.0,1203.0,3.169,1.7586,0.2729,13.2,,4744.0,4.606,True,exoplanets.org
KOI 7283.01,0.0,0.0,0.002,0.15,0.012751,508.0,427.0,3.143,134.4138,13.907,12.7,,6013.0,4.37,True,exoplanets.org
KOI 7291.01,0.0,0.001,0.007,0.3,0.035868,1256.0,1056.0,2.993,25.9137,10.498,11.1,,6167.0,3.804,True,exoplanets.org
KOI 7301.01,0.0,0.0,0.002,0.11,0.005802,644.0,541.0,3.106,20.9526,3.986,13.4,,4885.0,4.61,True,exoplanets.org
KOI 7305.01,0.001,0.001,0.012,0.07,0.001423,2227.0,1873.0,2.84,3.7292,5.012,8.7,,6215.0,3.955,True,exoplanets.org
KOI 7319.01,0.0,0.0,0.004,0.09,0.002822,481.0,404.0,2.97,17.1678,2.975,12.9,,3761.0,4.724,True,exoplanets.org
KOI 732.02,0.0,0.0,0.002,0.11,0.0065,1480.0,1245.0,3.126,3.2953,1.902,13.5,,5550.0,4.5,True,exoplanets.org
KOI 732.03,0.0,0.0,0.002,0.13,0.010307,1267.0,1065.0,3.208,5.2545,3.078,13.5,,5550.0,4.5,True,exoplanets.org
KOI 7320.01,0.0,0.0,0.005,0.07,0.001134,882.0,742.0,2.798,8.5021,3.057,12.6,,4889.0,4.57,True,exoplanets.org
KOI 7327.01,0.0,0.0,0.002,0.17,0.014147,704.0,592.0,3.096,17.9908,1.436,13.6,,4918.0,4.546,True,exoplanets.org
KOI 7330.01,0.0,0.0,0.003,0.1,0.004273,518.0,436.0,3.049,198.1131,15.59,10.9,,6163.0,4.144,True,exoplanets.org
KOI 7339.01,0.0,0.0,0.001,0.15,0.013031,1195.0,1005.0,3.132,10.6982,3.198,14.4,,6277.0,4.417,True,exoplanets.org
KOI 734.02,0.0,0.0,0.002,0.23,0.020823,564.0,474.0,3.002,70.2781,2.466,13.8,,5955.0,4.52,True,exoplanets.org
KOI 7345.01,0.0,0.0,0.002,0.19,0.01657,314.0,264.0,3.044,377.5013,11.98,13.5,,5751.0,4.508,True,exoplanets.org
KOI 735.01,0.0,0.001,0.017,0.46,0.09356,684.0,575.0,3.034,22.3421,6.461,13.5,,5237.0,4.568,True,exoplanets.org
KOI 7354.01,0.0,0.0,0.002,0.14,0.012207,863.0,726.0,3.166,43.2676,8.331,12.1,,5747.0,4.018,True,exoplanets.org
KOI 7358.01,0.0,0.0,0.002,0.11,0.007059,876.0,737.0,3.141,11.3251,2.126,14.1,,5334.0,4.574,True,exoplanets.org
KOI 7359.01,0.0,0.0,0.002,0.2,0.017568,1524.0,1281.0,3.03,4.2374,0.3792,13.8,,5993.0,4.425,True,exoplanets.org
KOI 7360.01,0.075,0.039,0.042,0.69,0.309727,2184.0,1837.0,3.205,4.0954,44.35,12.3,,6839.0,4.094,True,exoplanets.org
KOI 7361.01,0.001,0.001,0.004,0.1,0.005311,1571.0,1321.0,3.09,0.9262,1.267,13.8,,4494.0,4.692,True,exoplanets.org
KOI 7370.01,0.0,0.0,0.003,0.09,0.002719,1251.0,1052.0,2.963,4.4854,2.297,13.7,,5654.0,4.607,True,exoplanets.org
KOI 7375.01,0.0,0.0,0.004,0.13,0.011557,867.0,729.0,3.198,4.8485,0.874,11.9,,4137.0,4.625,True,exoplanets.org
KOI 7376.01,0.001,0.0,0.002,0.11,0.005635,2111.0,1775.0,3.1,1.2842,1.965,14.1,,5849.0,4.517,True,exoplanets.org
KOI 7378.01,0.0,0.001,0.01,0.29,0.033988,750.0,631.0,2.99,8.7397,3.866,13.9,,4406.0,4.643,True,exoplanets.org
KOI 7378.02,0.0,0.0,0.007,0.32,0.041321,403.0,339.0,3.002,56.3911,5.7,13.9,,4406.0,4.643,True,exoplanets.org
KOI 7380.01,0.0,0.0,0.001,0.11,0.006145,871.0,733.0,3.116,15.9474,1.127,13.0,,5472.0,4.44,True,exoplanets.org
KOI 7383.01,0.0,0.0,0.002,0.11,0.005971,562.0,472.0,3.111,50.0122,3.426,13.2,,5357.0,4.503,True,exoplanets.org
KOI 7389.01,0.002,0.002,0.001,0.98,0.90326,1729.0,1454.0,3.364,27.5838,1.516,10.0,,5092.0,2.945,True,exoplanets.org
KOI 7400.01,0.0,0.0,0.003,0.1,0.004273,1211.0,1018.0,3.049,4.1574,2.217,13.6,,5183.0,4.558,True,exoplanets.org
KOI 7404.01,0.0,0.0,0.001,0.12,0.009828,1890.0,1589.0,3.2,1.8171,0.889,14.0,,5808.0,4.503,True,exoplanets.org
KOI 7408.01,0.001,0.059,0.135,1.7,1.0,746.0,627.0,2.933,5.16,3.356,12.9,,3900.0,4.727,True,exoplanets.org
KOI 7416.01,0.0,0.0,0.004,0.09,0.002822,880.0,740.0,2.97,37.4647,4.954,10.8,,6266.0,4.209,True,exoplanets.org
KOI 7426.01,0.0,0.0,0.003,0.09,0.002822,1012.0,851.0,2.97,6.962,2.806,13.2,,5008.0,4.506,True,exoplanets.org
KOI 7427.01,0.0,0.0,0.004,0.07,0.001302,1368.0,1150.0,2.824,7.8935,3.444,12.6,,6306.0,4.346,True,exoplanets.org
KOI 7430.01,0.15,0.014,0.005,1.69,1.0,5823.0,4897.0,2.939,1.3205,1.184,9.3,,5172.0,2.693,True,exoplanets.org
KOI 7432.01,0.0,0.0,0.004,0.09,0.003497,975.0,820.0,3.011,13.1538,11.56,13.1,,5443.0,4.36,True,exoplanets.org
KOI 7434.01,0.0,0.0,0.003,0.08,0.002619,1170.0,984.0,2.956,5.7046,1.149,12.8,,5523.0,4.566,True,exoplanets.org
KOI 7435.01,0.0,0.0,0.004,0.07,0.001553,2189.0,1841.0,2.857,1.3675,1.208,12.4,,5836.0,4.417,True,exoplanets.org
KOI 7437.01,0.0,0.0,0.003,0.07,0.001691,1801.0,1514.0,2.873,1.9997,1.976,14.0,,5838.0,4.529,True,exoplanets.org
KOI 7445.01,0.0,0.0,0.002,0.12,0.007849,1077.0,906.0,3.16,6.9336,2.43,13.9,,5510.0,4.584,True,exoplanets.org
KOI 7449.01,0.188,0.314,0.182,1.25,1.0,1426.0,1199.0,3.199,1.3225,5.307,12.1,,4668.0,4.7,True,exoplanets.org
KOI 7455.01,0.011,0.004,0.021,0.22,0.019576,2602.0,2188.0,3.01,3.7737,15.2,10.6,,7302.0,3.965,True,exoplanets.org
KOI 7460.01,0.0,0.0,0.002,0.14,0.012009,1231.0,1035.0,3.176,5.7051,1.58,13.8,,5455.0,4.448,True,exoplanets.org
KOI 7467.01,0.0,0.0,0.002,0.12,0.008478,1629.0,1370.0,3.174,7.2056,2.997,12.0,,6002.0,4.025,True,exoplanets.org
KOI 7470.01,0.0,0.0,0.003,0.17,0.014305,292.0,246.0,3.091,392.5011,9.88,11.9,,5128.0,4.388,True,exoplanets.org
KOI 7471.01,0.0,0.0,0.002,0.12,0.007849,1502.0,1263.0,3.16,5.2966,3.93,14.0,,6268.0,4.429,True,exoplanets.org
KOI 7479.01,0.0,0.0,0.003,0.1,0.004412,1472.0,1238.0,3.055,7.1969,4.525,11.8,,5530.0,4.045,True,exoplanets.org
KOI 7483.01,0.0,0.0,0.006,0.06,0.000805,843.0,709.0,2.734,16.9163,2.521,11.6,,5628.0,4.513,True,exoplanets.org
KOI 7489.01,0.001,0.0,0.005,0.07,0.001487,2493.0,2096.0,2.849,0.5657,0.954,12.9,,5220.0,4.48,True,exoplanets.org
KOI 75.01,0.0,0.006,0.021,0.91,0.552211,774.0,651.0,3.222,105.8818,18.044,9.4,,5903.0,3.757,True,exoplanets.org
KOI 750.02,0.0,0.0,0.002,0.11,0.005635,1120.0,942.0,3.1,5.0441,1.623,13.2,,4954.0,4.5,True,exoplanets.org
KOI 750.03,0.0,0.0,0.002,0.13,0.011306,787.0,662.0,3.224,14.5167,2.706,13.2,,4954.0,4.5,True,exoplanets.org
KOI 7506.01,0.0,0.0,0.002,0.13,0.010307,1079.0,907.0,3.208,11.8436,6.044,13.6,,6077.0,4.471,True,exoplanets.org
KOI 7510.01,0.0,0.0,0.003,0.09,0.003619,1225.0,1030.0,3.018,5.6068,2.714,13.6,,5699.0,4.553,True,exoplanets.org
KOI 7520.01,0.002,0.0,0.001,0.31,0.037855,2873.0,2416.0,2.996,3.1474,3.643,12.9,,5189.0,3.352,True,exoplanets.org
KOI 7534.01,0.0,0.0,0.004,0.08,0.002336,903.0,759.0,2.934,23.3788,6.76,12.4,,6210.0,4.424,True,exoplanets.org
