Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Planet_Radius,Planet_Mass,Tday,Temp_equilibrium,log10g_p,Period,Transit_Duration,K_mag,Distance,Temp_stellar_eff,log10g_s,Transit_Flag,Catalog_Name
KOI 7535.01,0.0,0.0,0.003,0.37,0.057858,749.0,629.0,3.028,15.0998,0.222,13.4,,5191.0,4.615,True,exoplanets.org
KOI 7539.01,0.0,0.0,0.002,0.12,0.007849,786.0,661.0,3.16,15.3416,2.126,12.8,,5061.0,4.504,True,exoplanets.org
KOI 7540.01,0.0,0.0,0.004,0.08,0.002336,813.0,683.0,2.934,21.9805,4.78,12.2,,5573.0,4.418,True,exoplanets.org
KOI 7546.01,0.0,0.001,0.003,0.44,0.083109,1505.0,1265.0,3.033,44.1139,3.956,11.7,,7854.0,3.669,True,exoplanets.org
KOI 7554.01,0.0,0.0,0.002,0.18,0.014956,341.0,287.0,3.075,482.6201,12.86,13.1,,6315.0,4.389,True,exoplanets.org
KOI 7558.01,0.0,0.0,0.002,0.08,0.002522,937.0,788.0,2.949,10.1552,1.802,13.4,,5275.0,4.505,True,exoplanets.org
KOI 7559.01,0.006,0.001,0.011,0.1,0.004848,3142.0,2642.0,3.073,0.709,3.946,11.6,,6528.0,4.384,True,exoplanets.org
KOI 7567.01,0.0,0.0,0.002,0.13,0.011565,187.0,157.0,3.228,608.2057,13.63,12.5,,4486.0,4.642,True,exoplanets.org
KOI 7572.01,0.0,0.0,0.002,0.14,0.012075,1433.0,1205.0,3.172,91.0699,17.33,9.4,,9051.0,3.623,True,exoplanets.org
KOI 7587.01,0.0,0.0,0.016,0.23,0.021217,334.0,281.0,3.0,366.0889,11.887,10.0,,5941.0,4.464,True,exoplanets.org
KOI 7589.01,0.0,0.0,0.008,0.63,0.150728,474.0,398.0,2.98,414.4501,19.15,12.7,,7037.0,4.136,True,exoplanets.org
KOI 7591.01,0.0,0.0,0.003,0.12,0.007849,251.0,211.0,3.16,328.3221,13.53,12.7,,4906.0,4.648,True,exoplanets.org
KOI 7592.01,0.0,0.0,0.004,0.14,0.011814,171.0,144.0,3.185,381.9798,15.7,12.4,,3761.0,4.724,True,exoplanets.org
KOI 7593.01,0.0,0.0,0.002,0.14,0.011944,744.0,625.0,3.179,67.413,9.1,12.4,,6525.0,4.248,True,exoplanets.org
KOI 760.01,0.007,0.014,0.009,1.09,1.0,1433.0,1205.0,3.32,4.9593,2.2274,13.8,,5712.0,4.359,True,exoplanets.org
KOI 7617.01,0.0,0.0,0.01,0.06,0.000652,446.0,375.0,2.695,12.9285,2.49,12.5,,3578.0,4.893,True,exoplanets.org
KOI 7624.01,0.0,0.0,0.002,0.53,0.122696,622.0,523.0,3.038,330.025,6.659,11.2,,6126.0,3.578,True,exoplanets.org
KOI 7628.01,0.0,0.001,0.021,0.06,0.000847,1504.0,1265.0,2.744,1.8134,7.776,12.0,,5094.0,4.618,True,exoplanets.org
KOI 7630.01,0.0,0.0,0.008,0.07,0.001302,505.0,425.0,2.824,16.2982,2.558,11.8,,3905.0,4.736,True,exoplanets.org
KOI 7635.01,0.0,0.0,0.002,0.14,0.012075,665.0,559.0,3.172,60.4584,8.43,12.9,,5865.0,4.297,True,exoplanets.org
KOI 7636.01,0.001,0.0,0.006,0.07,0.001032,2294.0,1929.0,2.78,0.7027,1.379,13.0,,5269.0,4.508,True,exoplanets.org
KOI 7638.01,0.0,0.0,0.002,0.13,0.011827,1089.0,915.0,3.232,25.0032,5.498,11.1,,6148.0,4.055,True,exoplanets.org
KOI 7641.01,0.0,0.0,0.001,0.12,0.009137,1798.0,1512.0,3.187,3.7944,2.289,12.8,,5455.0,4.025,True,exoplanets.org
KOI 7644.01,0.0,0.0,0.004,0.07,0.001487,1550.0,1303.0,2.849,3.399,2.922,13.1,,5766.0,4.444,True,exoplanets.org
KOI 7645.01,0.0,0.001,0.032,0.05,0.000386,1600.0,1346.0,2.6,2.0087,4.87,10.6,,5341.0,4.526,True,exoplanets.org
KOI 7648.01,0.0,0.0,0.004,0.07,0.001423,1680.0,1412.0,2.84,1.1835,1.275,13.4,,4832.0,4.592,True,exoplanets.org
KOI 7662.01,0.006,0.002,0.004,0.36,0.053994,2925.0,2460.0,3.026,4.7252,3.751,11.2,,6655.0,3.49,True,exoplanets.org
KOI 7668.01,0.0,0.0,0.001,0.13,0.011827,1928.0,1621.0,3.232,2.5093,1.833,14.2,,6278.0,4.425,True,exoplanets.org
KOI 7670.01,0.0,0.0,0.002,0.11,0.005635,1124.0,945.0,3.1,8.4795,6.052,14.3,,5841.0,4.52,True,exoplanets.org
KOI 7673.01,0.0,0.0,0.002,0.17,0.01407,618.0,520.0,3.098,80.7699,4.2,10.9,,4965.0,3.961,True,exoplanets.org
KOI 7676.01,0.0,0.0,0.008,0.06,0.000584,1266.0,1065.0,2.675,5.3694,3.949,12.2,,5753.0,4.538,True,exoplanets.org
KOI 7678.01,0.0,0.0,0.004,0.07,0.001362,1159.0,975.0,2.832,13.0915,2.037,10.6,,5919.0,4.238,True,exoplanets.org
KOI 7679.01,0.0,0.0,0.005,0.06,0.000891,1680.0,1412.0,2.753,1.868,1.087,12.6,,5487.0,4.568,True,exoplanets.org
KOI 7680.01,0.0,0.0,0.004,0.24,0.022456,592.0,498.0,2.995,219.2058,14.5,11.6,,6990.0,4.115,True,exoplanets.org
KOI 7681.01,0.0,0.0,0.004,0.08,0.002336,1097.0,923.0,2.934,6.0555,2.818,12.9,,5352.0,4.585,True,exoplanets.org
KOI 7685.01,0.0,0.0,0.004,0.12,0.008914,673.0,566.0,3.183,64.7403,15.082,11.7,,5999.0,4.263,True,exoplanets.org
KOI 7685.02,0.0,0.0,0.005,0.1,0.004136,838.0,705.0,3.043,33.5029,11.947,11.7,,5999.0,4.263,True,exoplanets.org
KOI 7687.01,0.0,0.0,0.002,0.24,0.022456,1503.0,1264.0,2.995,23.2666,8.315,11.6,,5758.0,3.456,True,exoplanets.org
KOI 7693.01,0.0,0.0,0.002,0.12,0.010066,1153.0,969.0,3.204,6.411,2.582,13.7,,5383.0,4.486,True,exoplanets.org
KOI 7700.01,0.0,0.0,0.005,0.28,0.030532,308.0,259.0,2.987,631.5689,14.37,12.7,,6382.0,4.432,True,exoplanets.org
KOI 7703.01,0.0,0.0,0.002,0.17,0.01479,330.0,277.0,3.079,413.5186,10.395,13.6,,6031.0,4.45,True,exoplanets.org
KOI 7704.01,0.0,0.0,0.002,0.09,0.003147,1446.0,1216.0,2.991,5.4398,3.256,13.5,,6108.0,4.43,True,exoplanets.org
KOI 7706.01,0.0,0.0,0.003,0.11,0.005802,394.0,332.0,3.106,42.0495,2.1372,12.7,,4281.0,4.761,True,exoplanets.org
KOI 7708.01,0.0,0.0,0.002,0.16,0.013688,1778.0,1495.0,3.11,6.7024,1.221,11.2,,5466.0,3.735,True,exoplanets.org
KOI 7711.01,0.0,0.0,0.003,0.12,0.008055,320.0,269.0,3.165,302.7798,16.847,12.5,,5734.0,4.572,True,exoplanets.org
KOI 7712.01,0.001,0.001,0.005,0.09,0.003872,1888.0,1588.0,3.031,4.8302,7.983,10.0,,5086.0,3.678,True,exoplanets.org
KOI 7715.01,0.0,0.0,0.002,0.1,0.0047,797.0,670.0,3.067,25.8616,7.78,13.7,,6067.0,4.524,True,exoplanets.org
KOI 7716.01,0.0,0.0,0.002,0.11,0.007251,262.0,220.0,3.146,483.3641,15.61,13.2,,5700.0,4.626,True,exoplanets.org
KOI 7735.01,0.0,0.0,0.002,0.36,0.056131,520.0,437.0,3.028,382.3031,8.83,11.6,,5993.0,3.733,True,exoplanets.org
KOI 7744.01,0.0,0.0,0.001,0.12,0.008694,1131.0,951.0,3.178,11.7202,2.399,13.6,,6193.0,4.434,True,exoplanets.org
KOI 7746.01,0.0,0.0,0.002,0.2,0.017672,342.0,288.0,3.029,393.9561,13.89,14.1,,6217.0,4.472,True,exoplanets.org
KOI 7749.01,0.0,0.0,0.002,0.17,0.014226,412.0,346.0,3.094,133.6348,1.584,11.8,,5202.0,4.434,True,exoplanets.org
KOI 7750.01,0.0,0.0,0.002,0.45,0.087715,493.0,414.0,3.033,494.4851,3.905,10.7,,6303.0,3.774,True,exoplanets.org
KOI 7759.01,0.0,0.0,0.002,0.17,0.014464,1791.0,1506.0,3.087,6.2253,4.388,13.4,,6263.0,4.024,True,exoplanets.org
KOI 7762.01,0.0,0.0,0.002,0.12,0.009594,1158.0,974.0,3.196,8.5074,2.266,13.7,,5914.0,4.483,True,exoplanets.org
KOI 7764.01,0.0,0.0,0.003,0.25,0.025049,583.0,491.0,2.989,227.8346,21.59,12.5,,6004.0,3.814,True,exoplanets.org
KOI 777.01,0.0,0.001,0.013,0.67,0.18411,608.0,511.0,3.007,40.4195,3.362,13.5,,5446.0,4.507,True,exoplanets.org
KOI 7773.01,0.0,0.0,0.002,0.09,0.003619,1497.0,1259.0,3.018,2.6934,1.936,13.8,,5355.0,4.511,True,exoplanets.org
KOI 7774.01,0.0,0.0,0.002,0.1,0.004999,1172.0,986.0,3.078,6.3259,1.383,13.7,,5749.0,4.568,True,exoplanets.org
KOI 7775.01,0.0,0.0,0.002,0.31,0.038111,662.0,556.0,2.996,89.9458,2.286,11.5,,5115.0,3.819,True,exoplanets.org
KOI 7776.01,0.0,0.0,0.009,0.28,0.030942,188.0,158.0,2.987,541.9245,21.4,13.0,,4378.0,4.64,True,exoplanets.org
KOI 7780.01,0.001,0.0,0.002,0.14,0.011621,2167.0,1822.0,3.195,5.3361,3.877,11.6,,6742.0,3.925,True,exoplanets.org
KOI 7785.01,0.0,0.0,0.002,0.18,0.015736,263.0,221.0,3.058,433.2205,2.725,12.5,,5232.0,4.519,True,exoplanets.org
KOI 7791.01,11.773,1.141,3.214,20.68,1.0,3458.0,2908.0,0.763,106.1873,10.29,2.3,,3287.0,0.114,True,exoplanets.org
KOI 7793.01,0.0,0.0,0.018,0.04,0.00021,986.0,829.0,2.49,1.9947,5.297,12.7,,3799.0,4.738,True,exoplanets.org
KOI 7795.01,0.0,0.0,0.004,0.09,0.002822,1159.0,975.0,2.97,5.4409,2.119,13.1,,5519.0,4.59,True,exoplanets.org
KOI 7796.01,0.0,0.0,0.004,0.08,0.002522,1729.0,1454.0,2.949,3.5236,3.439,13.0,,6269.0,4.412,True,exoplanets.org
KOI 7798.01,0.0,0.0,0.002,0.19,0.016475,408.0,343.0,3.045,309.891,16.4,13.4,,6450.0,4.386,True,exoplanets.org
KOI 780.02,0.001,0.018,0.032,1.74,1.0,954.0,802.0,2.916,7.2407,0.558,13.2,,5005.0,4.595,True,exoplanets.org
KOI 7818.01,0.001,0.0,0.002,0.14,0.011685,2788.0,2344.0,3.192,2.5244,2.369,11.8,,6461.0,3.846,True,exoplanets.org
KOI 7832.01,0.0,0.0,0.007,0.06,0.000805,1549.0,1303.0,2.734,3.6092,2.8,12.1,,6032.0,4.508,True,exoplanets.org
KOI 7833.01,0.0,0.0,0.004,0.2,0.01716,439.0,369.0,3.035,172.8202,7.343,12.9,,6174.0,4.499,True,exoplanets.org
KOI 7834.01,0.0,0.0,0.002,0.09,0.003147,1226.0,1031.0,2.991,7.3812,2.802,13.5,,6072.0,4.51,True,exoplanets.org
KOI 7835.01,0.0,0.0,0.003,0.08,0.001915,1440.0,1211.0,2.897,3.7657,1.557,13.2,,5815.0,4.54,True,exoplanets.org
KOI 7842.01,0.0,0.0,0.005,0.06,0.000891,1989.0,1673.0,2.753,3.1114,3.074,12.1,,6450.0,4.297,True,exoplanets.org
KOI 7843.01,0.001,0.0,0.004,0.07,0.001362,2451.0,2061.0,2.832,0.619,1.496,13.9,,5395.0,4.536,True,exoplanets.org
KOI 7846.01,0.0,0.0,0.002,0.11,0.007447,1165.0,980.0,3.151,10.5995,9.484,13.8,,6194.0,4.445,True,exoplanets.org
KOI 7847.01,0.0,0.0,0.002,0.35,0.052233,424.0,356.0,3.023,399.3759,21.25,13.9,,6098.0,4.069,True,exoplanets.org
KOI 7849.01,0.0,0.0,0.004,0.07,0.001691,1386.0,1165.0,2.873,5.0264,4.384,13.2,,5783.0,4.418,True,exoplanets.org
KOI 7850.01,0.0,0.0,0.002,0.27,0.028004,588.0,494.0,2.986,66.1191,3.086,14.1,,5828.0,4.462,True,exoplanets.org
KOI 7859.01,0.003,0.001,0.005,0.08,0.002428,3018.0,2538.0,2.942,0.3067,0.9074,13.3,,5310.0,4.512,True,exoplanets.org
KOI 7863.01,0.0,0.0,0.013,0.05,0.000319,1320.0,1110.0,2.565,5.2449,8.367,12.1,,5823.0,4.486,True,exoplanets.org
KOI 7865.01,9.121,1.391,1.984,5.49,1.0,3798.0,3194.0,1.916,0.5181,1.8062,12.4,,5405.0,3.853,True,exoplanets.org
KOI 787.03,0.001,0.0,0.003,0.08,0.002428,2810.0,2363.0,2.942,0.5894,1.71,13.8,,5714.0,4.428,True,exoplanets.org
KOI 7870.01,0.0,0.0,0.001,0.19,0.016008,572.0,481.0,3.053,92.552,2.135,12.8,,5808.0,4.306,True,exoplanets.org
KOI 7873.01,0.0,0.0,0.006,0.05,0.000437,1854.0,1559.0,2.622,1.9319,1.087,12.0,,5896.0,4.516,True,exoplanets.org
KOI 7875.01,0.0,0.0,0.001,0.12,0.008265,843.0,709.0,3.169,21.9712,5.012,13.8,,5763.0,4.436,True,exoplanets.org
KOI 7878.01,0.0,0.002,0.002,1.37,1.0,1076.0,905.0,3.118,36.5663,4.832,14.8,,5294.0,3.599,True,exoplanets.org
KOI 7880.01,0.0,0.0,0.002,0.16,0.013613,336.0,283.0,3.112,623.7077,6.688,12.1,,6626.0,4.347,True,exoplanets.org
KOI 7882.01,0.0,0.0,0.002,0.12,0.008055,383.0,322.0,3.165,65.4152,4.224,12.9,,4348.0,4.62,True,exoplanets.org
KOI 7884.01,0.002,0.001,0.002,0.13,0.012363,2651.0,2229.0,3.239,0.7097,1.318,13.6,,5618.0,4.373,True,exoplanets.org
KOI 7888.01,0.0,0.0,0.005,0.05,0.000521,1478.0,1243.0,2.654,4.7368,2.84,12.5,,6088.0,4.456,True,exoplanets.org
KOI 7889.01,0.0,0.0,0.002,0.22,0.019576,431.0,362.0,3.01,130.2353,5.678,14.3,,5616.0,4.529,True,exoplanets.org
KOI 7892.01,0.0,0.001,0.006,0.24,0.023183,1311.0,1102.0,2.993,10.6921,4.657,13.0,,6474.0,4.311,True,exoplanets.org
KOI 7894.01,0.0,0.0,0.002,0.14,0.012274,329.0,277.0,3.163,347.9761,16.77,13.0,,5995.0,4.536,True,exoplanets.org
KOI 7903.01,0.0,0.0,0.006,0.06,0.000652,1838.0,1546.0,2.695,0.6946,1.115,13.3,,4612.0,4.646,True,exoplanets.org
KOI 7905.01,0.0,0.0,0.004,0.08,0.001764,1518.0,1277.0,2.881,7.4752,5.166,11.4,,5616.0,3.98,True,exoplanets.org
KOI 7915.01,0.0,0.0,0.003,0.19,0.016475,397.0,334.0,3.045,382.5891,11.7,12.4,,6337.0,4.261,True,exoplanets.org
KOI 7920.01,0.002,0.0,0.002,0.1,0.004273,3493.0,2937.0,3.049,1.0435,2.012,11.7,,6014.0,3.843,True,exoplanets.org
KOI 7923.01,0.0,0.0,0.007,0.09,0.002822,270.0,227.0,2.97,395.1314,21.291,10.5,,5060.0,4.493,True,exoplanets.org
KOI 7924.01,0.0,0.0,0.006,0.06,0.000805,2009.0,1690.0,2.734,0.7707,1.401,13.1,,5058.0,4.61,True,exoplanets.org
KOI 7925.01,0.0,0.0,0.006,0.06,0.000652,1377.0,1158.0,2.695,4.6319,3.88,12.7,,5926.0,4.532,True,exoplanets.org
KOI 7930.01,0.0,0.0,0.003,0.12,0.009364,243.0,204.0,3.191,377.6724,15.82,13.1,,5031.0,4.644,True,exoplanets.org
KOI 7931.01,0.0,0.0,0.002,0.19,0.0161,420.0,353.0,3.052,242.0367,11.01,13.6,,6086.0,4.36,True,exoplanets.org
KOI 7932.01,0.0,0.0,0.003,0.09,0.003497,280.0,235.0,3.011,502.2565,14.84,11.7,,5637.0,4.46,True,exoplanets.org
KOI 7934.01,0.0,0.0,0.001,0.19,0.016192,811.0,682.0,3.05,22.6432,0.806,14.0,,5880.0,4.516,True,exoplanets.org
KOI 7938.01,0.0,0.0,0.003,0.21,0.018315,568.0,477.0,3.021,275.5603,15.09,10.4,,5989.0,3.764,True,exoplanets.org
KOI 7940.01,0.0,0.0,0.002,0.17,0.013992,429.0,360.0,3.1,188.881,1.49,11.4,,6077.0,4.471,True,exoplanets.org
KOI 7949.01,0.0,0.0,0.006,0.06,0.000584,2011.0,1691.0,2.675,1.0019,1.256,13.3,,5521.0,4.613,True,exoplanets.org
KOI 7951.01,0.001,0.0,0.002,0.1,0.004273,2373.0,1995.0,3.049,0.8623,1.044,14.1,,5806.0,4.528,True,exoplanets.org
KOI 7953.01,0.0,0.0,0.002,0.13,0.010799,285.0,240.0,3.216,432.969,20.76,13.2,,5580.0,4.538,True,exoplanets.org
KOI 7954.01,0.0,0.0,0.003,0.16,0.013103,302.0,254.0,3.13,372.1504,21.23,13.5,,5769.0,4.57,True,exoplanets.org
KOI 797.01,0.0,0.005,0.011,0.69,0.305625,1056.0,888.0,3.202,10.1816,3.5089,13.9,,5988.0,4.541,True,exoplanets.org
KOI 7970.01,0.0,0.0,0.002,0.11,0.007447,1690.0,1421.0,3.151,1.9851,1.625,14.3,,5581.0,4.559,True,exoplanets.org
KOI 7976.01,0.0,0.0,0.002,0.11,0.006145,1348.0,1133.0,3.116,5.8256,3.246,13.8,,5999.0,4.459,True,exoplanets.org
KOI 7978.01,0.0,0.0,0.001,0.15,0.012544,1877.0,1579.0,3.152,7.2682,4.985,12.7,,6297.0,3.89,True,exoplanets.org
KOI 7982.01,0.0,0.0,0.004,0.29,0.03331,344.0,290.0,2.989,376.3799,13.99,14.0,,6231.0,4.488,True,exoplanets.org
KOI 7986.01,0.0,0.0,0.005,0.06,0.000983,2092.0,1759.0,2.771,1.7398,3.114,13.3,,6119.0,4.444,True,exoplanets.org
KOI 7990.01,0.0,0.0,0.002,0.17,0.01407,491.0,412.0,3.098,87.4876,5.881,13.9,,5774.0,4.567,True,exoplanets.org
KOI 7991.01,0.001,0.001,0.003,0.3,0.034681,1738.0,1461.0,2.991,11.9451,6.893,10.5,,5094.0,3.38,True,exoplanets.org
KOI 7992.01,0.0,0.0,0.002,0.16,0.013839,399.0,335.0,3.105,277.1337,9.67,13.3,,6461.0,4.474,True,exoplanets.org
KOI 7998.01,0.0,0.0,0.006,0.26,0.027274,457.0,384.0,2.987,122.1155,16.07,13.7,,5592.0,4.418,True,exoplanets.org
KOI 8000.01,0.0,0.0,0.003,0.15,0.01282,347.0,292.0,3.14,225.488,19.46,13.5,,5663.0,4.579,True,exoplanets.org
KOI 8007.01,0.0,0.0,0.043,0.86,0.438826,232.0,195.0,3.166,67.1766,3.1147,12.5,,3391.0,4.936,True,exoplanets.org
KOI 8012.01,0.0,0.0,0.037,0.04,0.000154,259.0,218.0,2.435,34.5737,2.1742,11.1,,3374.0,5.066,True,exoplanets.org
KOI 802.01,0.0,0.005,0.01,1.21,1.0,836.0,703.0,3.226,19.6203,2.0038,13.9,,5710.0,4.492,True,exoplanets.org
KOI 8026.01,0.0,0.0,0.003,0.08,0.002428,1302.0,1095.0,2.942,7.7529,5.072,13.0,,5975.0,4.335,True,exoplanets.org
KOI 8031.01,0.0,0.0,0.001,1.25,1.0,762.0,641.0,3.203,254.3367,8.585,11.5,,5193.0,3.117,True,exoplanets.org
KOI 8033.01,0.0,0.0,0.002,0.2,0.017261,271.0,228.0,3.034,362.1319,5.59,13.4,,5176.0,4.567,True,exoplanets.org
KOI 8035.01,0.0,0.0,0.001,0.13,0.011565,1030.0,866.0,3.228,29.4856,4.27,12.6,,6870.0,4.266,True,exoplanets.org
KOI 8037.01,0.0,0.0,0.009,0.06,0.000983,752.0,632.0,2.771,3.6503,1.527,12.4,,3704.0,4.797,True,exoplanets.org
KOI 8039.01,0.0,0.0,0.002,0.1,0.0047,657.0,552.0,3.067,43.9439,5.26,13.2,,6008.0,4.537,True,exoplanets.org
KOI 804.01,0.0,0.001,0.007,0.23,0.021217,985.0,828.0,3.0,9.0293,3.1449,13.4,,5349.0,4.526,True,exoplanets.org
KOI 8043.01,0.0,0.0,0.001,0.11,0.006683,1225.0,1030.0,3.131,10.7782,3.005,13.9,,6386.0,4.402,True,exoplanets.org
KOI 8046.01,0.0,0.008,0.042,4.54,1.0,878.0,739.0,2.079,384.3771,15.139,10.4,,4859.0,2.481,True,exoplanets.org
KOI 8047.01,0.0,0.0,0.002,0.18,0.014956,270.0,227.0,3.075,302.3497,4.978,13.0,,4829.0,4.564,True,exoplanets.org
KOI 8048.01,0.0,0.0,0.002,0.12,0.008478,322.0,270.0,3.174,379.6728,9.662,13.0,,6156.0,4.563,True,exoplanets.org
KOI 8050.01,0.0,0.0,0.003,0.61,0.138927,603.0,507.0,2.97,278.3893,10.43,10.7,,4951.0,3.349,True,exoplanets.org
KOI 8052.01,0.0,0.0,0.003,0.15,0.013031,1719.0,1445.0,3.132,7.8687,3.739,12.3,,6738.0,4.109,True,exoplanets.org
KOI 8053.01,0.0,0.0,0.002,0.11,0.005802,1198.0,1007.0,3.106,9.9106,5.945,13.5,,6214.0,4.442,True,exoplanets.org
KOI 8054.01,0.0,0.001,0.003,0.65,0.171403,1150.0,967.0,2.997,43.9088,6.265,11.5,,5216.0,3.402,True,exoplanets.org
KOI 8055.01,0.0,0.0,0.003,0.08,0.001838,1497.0,1259.0,2.889,4.4066,2.107,13.2,,6063.0,4.47,True,exoplanets.org
KOI 8063.01,0.0,0.0,0.002,0.19,0.0161,302.0,254.0,3.052,405.3546,10.778,13.6,,5650.0,4.487,True,exoplanets.org
KOI 8068.01,0.0,0.0,0.002,0.11,0.007447,1091.0,917.0,3.151,9.464,6.999,14.2,,5968.0,4.534,True,exoplanets.org
KOI 8076.01,0.0,0.0,0.002,0.13,0.010551,680.0,572.0,3.212,71.1068,6.933,12.4,,6339.0,4.315,True,exoplanets.org
KOI 8077.01,0.0,0.0,0.002,0.12,0.007647,425.0,357.0,3.156,77.1777,2.312,12.2,,4840.0,4.551,True,exoplanets.org
KOI 8078.01,1.593,0.907,0.874,2.66,1.0,1947.0,1637.0,2.543,0.8059,1.4432,12.0,,5022.0,4.597,True,exoplanets.org
KOI 8082.01,0.001,0.001,0.004,0.22,0.020063,2110.0,1774.0,3.007,8.2766,4.834,11.3,,6787.0,3.762,True,exoplanets.org
KOI 8085.01,0.0,0.0,0.002,0.15,0.01282,333.0,280.0,3.14,419.2615,21.53,13.0,,5979.0,4.379,True,exoplanets.org
KOI 8089.01,0.001,0.004,0.009,3.71,1.0,1229.0,1033.0,2.256,141.4003,3.031,10.4,,4936.0,2.609,True,exoplanets.org
KOI 810.01,0.0,0.001,0.007,0.22,0.020312,1151.0,968.0,3.005,4.783,2.335,13.2,,5170.0,4.574,True,exoplanets.org
KOI 8107.01,0.0,0.0,0.003,0.15,0.012751,409.0,344.0,3.143,578.8876,18.521,9.8,,6180.0,3.946,True,exoplanets.org
KOI 8109.01,0.178,0.029,0.104,22.32,1.0,2596.0,2183.0,0.697,218.7711,3.201,8.4,,3297.0,0.236,True,exoplanets.org
KOI 8111.01,0.0,0.0,0.004,0.21,0.018315,281.0,236.0,3.021,359.3383,18.566,13.8,,5316.0,4.539,True,exoplanets.org
KOI 8122.01,0.0,0.0,0.002,0.2,0.017059,678.0,570.0,3.037,54.7539,2.0865,13.3,,6242.0,4.442,True,exoplanets.org
KOI 815.01,0.0,0.001,0.009,0.68,0.191539,664.0,558.0,3.013,34.844,2.9315,13.9,,5509.0,4.482,True,exoplanets.org
KOI 8156.01,0.0,0.0,0.004,0.28,0.030329,380.0,320.0,2.987,364.9824,12.346,13.0,,6429.0,4.404,True,exoplanets.org
KOI 8159.02,0.0,0.0,0.003,0.2,0.017465,391.0,329.0,3.031,353.0186,15.583,12.7,,6450.0,4.386,True,exoplanets.org
KOI 8163.01,0.0,0.028,6.451,10.7,1.0,439.0,369.0,1.335,370.9825,17.84,12.3,,6028.0,4.013,True,exoplanets.org
KOI 8174.01,0.0,0.0,0.013,0.06,0.000652,303.0,255.0,2.695,295.0607,16.18,10.1,,5332.0,4.524,True,exoplanets.org
KOI 8180.01,0.0,0.0,0.003,0.25,0.023939,895.0,752.0,2.991,185.9753,8.744,9.7,,7365.0,3.628,True,exoplanets.org
KOI 8183.01,0.0,0.0,0.007,0.05,0.000521,1335.0,1122.0,2.654,5.8877,4.009,12.3,,6065.0,4.495,True,exoplanets.org
KOI 8193.01,0.0,0.0,0.002,0.33,0.045399,296.0,249.0,3.009,367.9478,4.249,14.0,,5570.0,4.561,True,exoplanets.org
KOI 82.04,0.0,0.0,0.024,0.06,0.000617,934.0,786.0,2.685,7.0714,2.757,9.4,,4900.0,4.602,True,exoplanets.org
KOI 8201.01,0.0,0.0,0.003,0.2,0.017465,266.0,223.0,3.031,392.6019,3.21,12.5,,5307.0,4.605,True,exoplanets.org
KOI 8205.01,0.0,0.002,0.008,2.27,1.0,791.0,665.0,2.684,260.4462,9.314,10.5,,4845.0,2.897,True,exoplanets.org
KOI 8211.01,0.0,0.0,0.006,0.06,0.000764,1198.0,1007.0,2.725,5.0487,4.007,13.0,,5450.0,4.573,True,exoplanets.org
KOI 8223.01,0.0,0.0,0.002,0.2,0.01696,523.0,440.0,3.038,66.7165,3.855,14.1,,5447.0,4.506,True,exoplanets.org
KOI 823.01,4.74,1.624,4.084,6.49,1.0,2532.0,2129.0,1.769,1.0284,1.8606,13.6,,6228.0,4.428,True,exoplanets.org
KOI 8232.01,0.0,0.0,0.005,0.3,0.034448,405.0,341.0,2.991,189.184,6.829,13.0,,5573.0,4.382,True,exoplanets.org
KOI 8238.01,0.0,0.0,0.003,0.24,0.023482,269.0,226.0,2.992,495.6623,4.428,12.6,,5515.0,4.509,True,exoplanets.org
KOI 8241.01,0.0,0.0,0.002,0.68,0.196129,536.0,451.0,3.016,490.6394,16.5,11.0,,5037.0,3.252,True,exoplanets.org
KOI 8242.01,0.0,0.0,0.002,0.12,0.009137,312.0,262.0,3.187,331.5546,5.35,12.5,,5762.0,4.576,True,exoplanets.org
KOI 8246.01,0.0,0.0,0.002,0.14,0.012009,366.0,307.0,3.176,425.6497,11.07,12.3,,6067.0,4.253,True,exoplanets.org
KOI 8249.01,0.0,0.0,0.002,0.17,0.01479,498.0,419.0,3.079,309.1918,11.392,11.4,,6299.0,3.99,True,exoplanets.org
KOI 8253.01,0.0,0.0,0.003,0.08,0.002619,294.0,247.0,2.956,400.1148,12.37,11.9,,5547.0,4.521,True,exoplanets.org
KOI 8257.01,0.0,0.0,0.011,0.05,0.000363,997.0,839.0,2.588,9.4609,4.888,11.7,,5485.0,4.5,True,exoplanets.org
KOI 8259.01,0.0,0.0,0.002,0.15,0.013031,340.0,286.0,3.132,402.2749,15.67,13.2,,6299.0,4.486,True,exoplanets.org
KOI 8263.01,0.0,0.0,0.002,0.19,0.016667,401.0,337.0,3.042,280.5554,12.757,13.7,,6292.0,4.426,True,exoplanets.org
KOI 8270.01,0.0,0.0,0.003,0.19,0.015916,324.0,272.0,3.055,338.0069,16.745,13.3,,5741.0,4.502,True,exoplanets.org
KOI 8272.01,0.0,0.0,0.002,0.1,0.004999,337.0,283.0,3.078,432.4279,19.63,12.4,,6263.0,4.46,True,exoplanets.org
KOI 8275.01,0.0,0.0,0.002,0.34,0.046633,269.0,226.0,3.012,389.8758,3.336,14.0,,5289.0,4.588,True,exoplanets.org
KOI 8276.01,0.0,0.0,0.004,0.29,0.032645,390.0,328.0,2.989,385.8587,12.071,12.7,,6551.0,4.367,True,exoplanets.org
